Postotak popunjenosti stranice,Razina stranice prikaza,Vrijeme reakcije operatera
51,9,70.38979139280423
47,6,53.234483666808764
60,2,21.50296645169471
64,3,20.352446127841034
46,4,27.313797063275416
39,2,19.580690650611714
37,1,6.713320135659531
48,10,60.123732336961574
59,3,36.802932004514204
53,2,15.575744285472371
55,10,77.91457496375921
57,10,81.1810692869712
54,9,71.11983859194986
54,3,29.436654810093223
55,4,28.159712300425454
55,0,11.0
52,8,48.261533054535604
51,8,57.02224097452962
55,1,18.979674649614836
49,3,22.793866945505954
67,10,70.61477743189513
48,7,55.742420115793145
53,5,41.676542805608285
35,9,55.929726741130025
35,0,18.5
41,3,16.67823150673046
47,3,25.536641907192525
47,0,9.5
40,6,42.7085871078481
64,1,17.417471108468654
50,5,36.16743882572552
58,1,15.0197958490209
48,7,44.79361879057177
53,2,23.095540134493273
56,5,36.53581192487272
56,4,38.34658501757094
52,1,12.398671978499824
48,8,53.72953060097908
45,3,28.096069635857535
55,9,56.392281510587246
49,3,32.050128543020534
46,5,35.88037973584046
53,3,27.48058154988616
48,4,30.931768774247143
39,6,41.68551517623909
51,2,20.801161521331696
58,9,58.54584125608076
55,10,85.64288682891811
39,2,26.68551517623909
40,9,65.77232873596755
52,1,19.898671978499824
50,3,22.185046298827263
55,10,59.5062071049062
67,3,40.477937989167856
64,7,52.64038381882901
52,3,32.06162183633137
43,1,9.15449782265467
39,10,60.702525389219836
70,10,82.31038751297444
38,9,61.24107112978828
40,3,25.81573708196779
35,5,37.70559737697535
53,9,70.25182482896048
68,1,22.3651914807961
60,5,35.62467722059422
35,9,65.5321804910652
53,10,75.8220952510955
44,9,65.79393249690719
60,2,27.747140607539862
53,4,31.65593179306332
58,8,58.94846771697976
43,8,60.662197500710924
58,9,69.6761258234767
53,10,86.05867501254455
40,8,61.18426154669476
40,0,17.0
64,10,80.43077707443581
52,4,36.67482317303984
58,4,34.92660173822069
31,6,43.03502582232119
59,7,56.60049870125483
51,7,52.484414517242534
41,8,59.91974476002414
60,6,49.30831150510017
55,8,58.40865974078401
37,2,24.253915945208682
60,3,24.793524304095918
52,3,23.09263312490617
35,1,7.959404190450851
70,3,18.572100738482558
59,3,22.30016650016848
60,1,12.348468629040038
45,9,57.14464903441786
45,0,18.5
50,9,59.569926097486054
61,8,70.24961359593956
61,0,17.0
54,10,56.491754576051264
47,1,20.40445986550673
51,7,46.71454759984115
62,10,75.76768996255896
63,10,83.19875463510003
63,6,57.67335362991939
63,0,14.0
52,9,52.41652218945646
56,2,28.352846470806394
73,4,29.152842250962397
60,9,63.534442652640415
49,1,19.30016650016848
42,2,13.5
64,3,23.041721939561906
39,5,25.02336203780171
55,4,34.82443324886756
60,10,71.89481823172376
54,3,36.528579574454966
55,8,51.91017542348873
58,8,61.193076014788225
58,0,17.0
48,8,49.08581737409775
44,5,46.608277057919665
46,3,24.272287483799957
35,7,47.57699789508747
49,8,64.94049538050072
49,0,17.0
49,0,5.0
61,8,48.14764700140799
49,8,66.01698810926672
55,8,69.5282829199763
42,1,16.480204150979098
47,8,52.14292997193479
52,3,28.81966941670059
62,1,12.648198267992143
46,2,14.056000896445713
26,5,32.68099383863924
42,4,25.607981311804465
68,9,59.831785457717864
47,3,29.882053670360627
46,6,43.20975814730218
56,3,33.21370791839036
46,1,9.710498719100384
63,7,50.26531486509744
50,8,57.50509272868764
39,5,38.80974589583962
39,0,12.5
53,5,33.83038067230512
49,9,59.7742935612508
53,3,33.58643676575831
55,8,56.401215084562544
58,6,56.746663697381265
58,6,52.01600893249089
49,5,37.708110613661724
36,3,23.082528891531346
56,8,53.07105296894416
38,1,15.851801732007859
49,4,28.70129326270739
49,10,65.90916230172894
49,6,57.935241635356796
41,3,27.92970858730014
41,0,9.5
37,8,47.71006166416145
58,6,52.51121147451298
54,10,71.67203118954687
58,4,38.63336134935256
43,4,28.668755522294667
48,9,64.86544707832775
42,9,54.71974824747078
44,5,41.04385518501857
51,10,68.88703093487918
45,10,76.01258334853938
51,5,51.1135177598442
61,2,18.374855414325843
44,2,15.522345571193668
43,5,32.95831742714671
50,3,27.24417415584515
62,9,60.486495606163864
49,4,35.75148937112503
42,4,33.90301995936199
72,1,15.201996087042518
63,2,15.586846364508949
64,1,11.417471108468654
53,3,19.49703465616193
62,4,31.437699548891757
55,6,41.717892035079856
55,0,14.0
40,4,21.771446143589475
42,3,23.269705431878716
49,2,17.64566867751381
48,5,32.963089339885656
57,5,35.94806483581263
72,9,66.69884150092793
59,2,26.987762521168513
54,2,16.385041415392887
54,0,8.0
29,9,57.3795417769916
54,9,74.88853466985358
55,1,20.479674649614836
49,4,27.999470498635738
58,10,73.05644077711962
52,2,29.400752823260767
38,6,40.70240402465451
56,5,38.60834265308933
56,0,12.5
59,4,25.829856364823215
54,5,39.581083406560175
34,5,37.857283642543194
49,7,54.43881932614593
55,10,78.25669980531467
62,5,45.86939715424998
64,1,15.917471108468654
58,1,9.0197958490209
40,5,35.087760877955624
76,5,40.18171878586055
44,10,67.25708640081596
37,1,18.71332013565953
60,3,21.724217797946785
42,10,61.245557268023894
31,5,48.06196924004341
31,0,12.5
41,5,30.580495561126163
43,9,58.185608134303614
54,7,53.910571583569805
34,6,55.15442338811175
56,6,55.38297169516012
40,8,57.15024006879538
40,0,17.0
57,4,23.54028948857784
56,1,13.165250449806363
39,7,49.00092368249263
37,8,52.315451206417706
56,7,51.58610285287157
48,2,22.69686815599345
57,10,72.98994310999737
52,2,29.400752823260767
50,6,38.76439308292874
42,10,72.1704607158471
53,2,29.44400876353331
35,7,44.70741577921808
42,1,14.9802041509791
42,0,6.5
52,4,29.087466056041116
49,4,26.856594597851547
71,6,44.58108003293935
60,5,41.32863690132378
47,3,25.63475443362801
43,5,32.16872814540974
61,4,39.441428647011435
53,3,21.930182153528694
51,1,10.69983349983152
52,10,66.61216138409704
42,8,62.43488858529498
42,0,17.0
42,0,5.0
49,6,30.08019742274113
46,5,37.24508176912554
63,10,72.62986620403056
57,1,22.34550217734533
59,2,16.53309819834536
51,6,37.51223747883149
50,4,30.81234335504753
49,4,32.57289084373615
59,4,32.74284666691547
62,6,53.88212574565356
53,9,62.13939983695758
57,9,79.3264941294725
57,0,18.5
46,10,64.77016036697947
41,7,54.52350245774848
31,4,33.75003795714794
48,2,15.31464815715971
52,5,35.10576586207479
47,6,42.29364956946882
58,10,78.46373730610688
38,9,67.51885339698603
46,7,60.45297836535744
45,4,39.04267665431009
62,2,19.552658133498873
50,3,21.390829302399794
59,5,40.77403884804821
47,6,46.335770439171846
47,0,14.0
55,4,29.652235757226784
49,6,40.16923725579059
32,9,65.99517811771426
53,10,74.53298395242706
50,7,60.45618067017235
52,4,34.318664328548024
50,3,24.0
47,9,64.47073075007958
49,3,31.898671978499824
56,5,39.2632981871844
49,4,27.760558141281244
63,8,57.4891108233799
41,3,29.687749338742755
76,6,46.00949973878247
63,10,79.11068451440516
50,9,81.80558525786338
50,5,45.63121568055382
38,10,67.25196658896346
41,7,46.49591969525888
48,3,26.604149438059324
44,2,15.334749550193637
47,5,31.300831859459784
49,3,22.535888620836758
49,0,9.5
53,10,61.80051771576692
47,5,41.80277385875233
49,6,44.68626056974915
54,5,39.40245975619094
49,3,27.386434499668333
41,5,37.3981603108442
41,0,12.5
51,1,6.19983349983152
72,1,10.701996087042518
72,0,6.5
58,5,37.15405873546764
58,0,12.5
58,0,5.0
45,10,63.821410779794356
46,7,56.9413930468698
57,2,21.843421332584388
46,7,48.756501382606814
47,1,15.904459865506729
48,2,12.505787887006907
47,3,21.711465080232358
61,3,25.791004887261153
48,1,10.101328021500176
43,3,14.63262112887283
50,5,36.01489309363212
53,2,21.4410423118386
53,0,8.0
73,1,9.271016311881151
51,3,25.03653277264108
52,5,35.90126943770774
50,8,53.84465317594711
58,7,55.576821018725965
69,1,19.45913220509602
36,8,47.59352062388321
44,10,75.33327371951509
47,2,27.92425571452763
47,0,8.0
49,4,25.702711849387384
41,8,52.18611336774325
50,9,67.31263989286737
53,4,40.463448506984705
55,1,12.979674649614836
41,4,27.674298627448543
65,4,33.953008873242
47,8,54.562695683723945
47,0,17.0
65,2,15.705846259355512
65,1,11.54059580954915
45,7,40.2606176021419
36,9,61.63571468980912
55,1,20.479674649614836
55,5,36.8214697847142
46,5,36.42638299095959
50,4,38.82643927393498
62,8,57.87183294699099
43,9,65.03079588317476
59,9,67.04028776380157
53,1,20.095540134493273
67,4,27.497393864012153
38,10,72.75716595768144
38,0,20.0
53,5,31.355236893975867
57,4,37.57619080521911
50,4,23.946707160845115
50,0,11.0
54,4,25.10044239581336
72,8,58.62567456317074
62,1,20.148198267992143
66,7,45.39444033136898
56,2,25.185046298827263
58,6,40.4643769139337
41,8,59.17079614765403
47,1,17.40445986550673
51,5,32.457117999005604
51,0,12.5
51,0,5.0
53,4,25.064646474801304
53,7,52.92132075153194
46,6,41.13305986474139
51,1,15.19983349983152
51,3,16.83453547346529
63,6,40.09937605755961
55,3,28.334220048829373
62,3,29.721816457532192
44,4,29.885041415392884
53,10,70.47339197051113
43,9,69.10712821260671
70,3,35.25429799520825
71,4,36.36987336586392
71,0,11.0
39,2,10.787420436138675
55,1,9.979674649614836
53,4,34.04156700162537
49,7,50.22944457355924
53,8,59.25360444253092
51,9,68.92733158045178
51,0,18.5
67,5,40.75338943342276
45,3,26.123734216646284
58,5,38.86633897301244
47,4,33.12046000380893
48,3,21.807446266210523
52,4,34.44921530213621
45,3,25.464334113918476
45,0,9.5
45,0,5.0
56,8,46.927639764281835
43,7,53.00130459351774
45,8,54.64695368620037
53,9,69.32799198661658
53,8,63.251444265409056
47,10,76.45666460186534
61,8,65.32404330326611
51,1,18.19983349983152
40,9,55.55319883485645
61,7,56.34064253780917
61,0,15.5
41,1,4.312403978999968
64,8,56.882982721431695
38,9,76.30777692111448
60,5,43.00875433870162
44,10,70.09980180108386
42,5,43.090369869742524
56,5,34.30014526206607
45,9,62.449022468845506
45,4,34.83272932938513
62,2,23.10733047308816
62,0,8.0
49,9,55.38444690268299
64,8,63.90474861723323
48,7,60.22845434360924
50,5,39.06770995093998
58,2,20.040121199406062
61,5,36.25057581338942
56,4,35.825234963799836
31,1,9.040867794903983
38,7,45.22661759038638
63,6,49.41180911474077
53,1,15.595540134493273
53,0,6.5
54,2,12.789501280899616
58,5,35.09976757443889
47,5,41.89372213404942
47,0,12.5
43,3,15.689080872679828
40,5,31.39759143252501
48,9,67.99891991254623
63,8,60.758789965396915
49,7,56.36959339726968
46,5,45.04719799190995
49,9,62.846898362521486
50,3,36.04749826438785
45,9,57.03428765800153
45,5,48.090229809919116
63,5,44.26121421054008
54,9,63.93224420404211
57,10,73.19231018932564
48,5,51.14252257925434
51,5,41.59395676738315
69,9,72.5732170506951
69,0,18.5
65,10,73.0895182506129
42,8,65.25318307806091
70,1,21.046376623823058
55,7,51.38753820093824
55,3,32.41894243766381
43,6,45.03054585598267
54,1,15.789501280899616
55,8,48.87621296450804
48,4,32.79906351719758
46,4,27.324064219432046
40,10,76.65697281112737
52,4,41.883037819000805
54,3,27.26659858279926
65,3,25.395141208763686
55,10,68.56329732683409
66,2,32.521338561867495
63,2,18.9742758853405
63,0,8.0
46,2,13.497178583440853
73,1,12.271016311881151
53,3,17.554944324944124
61,1,12.502080844760942
55,6,37.34628560798211
45,7,51.14482431764886
62,10,76.49652732657461
56,4,45.96262652748345
62,5,36.968410354807524
53,1,14.095540134493273
51,6,32.86996615632067
60,7,52.21016938904223
71,9,75.74193541057977
49,2,23.780370651147578
49,0,8.0
75,2,15.791806538329876
54,10,60.382794361763615
46,1,20.210498719100386
54,1,8.289501280899616
47,8,52.66004284824445
60,9,68.01718835939377
55,2,26.279841149783316
45,6,37.55243125457224
53,5,38.020325350385164
60,10,71.75522518736452
51,6,53.767575372154475
66,10,73.81721638527604
63,9,77.29766578516964
52,7,58.1427834966467
46,5,43.75223300550477
63,4,34.86336172267216
44,6,41.065621356714324
54,3,27.789501280899614
54,0,9.5
41,5,28.052202979942216
45,7,43.00224720764087
69,5,47.78187316938067
56,7,48.738314856348886
45,5,39.090647206514866
59,4,34.72705934475171
47,1,11.404459865506729
55,9,62.07596707201262
55,4,38.878346628114656
51,9,55.186827319927076
56,1,20.665250449806365
30,7,44.05412822915107
55,8,57.42441548340841
55,0,17.0
47,10,59.28036613189159
55,6,63.19815800417921
56,8,56.93344785081403
62,4,39.01371907884641
59,3,26.653012970974874
58,9,50.9817920567235
47,4,33.50731410742324
61,1,14.002080844760942
33,3,18.223484641836787
53,3,22.52582981918018
53,9,58.77116918802225
51,7,57.97691273039844
61,5,43.67520203166194
52,7,53.72796866345391
73,5,45.79765811795001
58,6,46.79454857735527
46,3,26.407366875093835
70,5,38.75146139519468
59,8,59.689183650406335
57,5,42.75566180896707
55,7,54.25213463127526
55,0,15.5
45,7,45.142493996715736
62,7,47.99408040745891
60,6,53.50251797514529
31,9,50.909584604181084
32,1,16.6348085192039
45,5,30.124618715723415
54,2,21.977097301899647
57,7,44.63746663650663
56,6,43.04409022792409
42,2,21.0
46,4,25.65449782265467
56,4,28.36995162192082
60,4,32.55614593158127
59,10,80.41622154177708
59,0,20.0
69,9,66.27832139180109
57,5,45.54102517428557
56,10,65.10945610023155
26,6,47.70579031320196
42,1,13.4802041509791
42,0,6.5
55,5,33.4882371313116
56,7,53.210514461680475
42,5,44.42563722494204
56,1,14.665250449806363
40,1,5.651531370959961
44,1,6.334749550193637
54,9,56.78795567023419
69,10,84.33874667895383
69,0,20.0
61,6,36.6396566949481
48,8,58.56624811360311
52,2,27.940078571308874
36,10,65.85779491222159
51,1,21.19983349983152
48,1,7.101328021500177
57,9,65.06507445671778
53,2,27.260790584299635
56,9,64.52613868132072
53,1,20.095540134493273
53,2,14.494212112993097
53,8,45.8797439663306
54,6,53.12212079342757
40,5,38.9123219552596
57,7,44.29878935936643
72,10,76.06189897746225
61,1,23.00208084476094
64,2,18.334942216937307
64,0,8.0
51,9,55.45975233726178
48,3,36.40620171038105
70,1,13.546376623823058
55,2,13.134172472269508
55,0,8.0
45,7,44.39770753784016
52,10,68.25541360721901
68,1,23.8651914807961
42,2,12.378876129478924
45,2,17.64091836496463
56,3,22.721251346252075
38,2,11.224576301572762
41,7,46.568531307765994
50,1,16.5
54,4,24.46997579292661
43,10,68.00534619845371
55,6,48.31582744223299
61,4,36.82986801784631
43,10,63.53887949353356
51,4,42.381422494038816
65,5,43.194442298645725
52,9,62.33209059558729
57,6,44.64788075374916
69,7,61.374376343878374
70,4,39.21228989607516
35,4,27.156849584843705
51,1,12.19983349983152
52,2,13.303131844006552
66,1,11.656147081071396
77,1,10.996213151544028
38,6,36.810245677545566
47,5,40.42079840990766
50,9,62.67112280323154
53,1,20.095540134493273
40,4,24.180037650810622
47,7,52.519742058796346
59,9,65.93638514025065
61,9,82.11665757151238
60,5,48.51907309217829
49,5,39.86359207060275
61,9,67.04146453947544
46,7,57.17303297904064
49,6,48.924051297778306
38,3,23.598873237461092
68,9,69.74277109772203
52,8,64.80736777135374
68,3,37.777667628119964
62,3,24.947927906944248
55,7,51.16497007864005
53,7,54.124426118721864
62,7,57.88496366604042
63,9,66.07502579282604
63,0,18.5
44,2,10.436077571693815
67,9,58.429419968150505
47,3,32.117039429368056
64,9,65.99681505893474
47,5,45.651023234647184
62,1,15.648198267992143
38,8,50.370685328394956
38,0,17.0
54,9,62.277677974052644
61,1,21.50208084476094
59,9,65.22217824592556
59,0,18.5
43,3,17.619914772629514
43,0,9.5
43,0,5.0
40,8,45.20772331876523
47,2,21.88466401648583
43,9,57.42658765100258
48,10,76.56057684807453
46,10,83.43166722535571
51,8,68.60542257055505
40,3,30.19983349983152
39,6,49.625402632567365
42,2,18.500529501364262
56,2,13.747779341337708
34,1,6.343852918928604
39,2,9.21123929089859
59,10,64.05755500864908
62,9,73.60122366121541
39,9,58.0070894856775
44,10,72.07983846884352
57,9,84.04146695115982
66,8,68.03289294760248
46,2,23.010665219268866
50,7,47.990529852151774
43,8,52.29702181940338
56,7,64.47456481929615
57,5,45.85827502530553
59,6,54.902096130133394
37,9,68.53176407808364
51,10,70.01337068157724
51,0,20.0
53,10,65.32220182731231
71,5,50.057946083383186
45,1,12.520325350385164
63,10,75.42570043341519
75,10,85.14111368864825
65,8,67.59563552571416
65,0,17.0
48,4,23.20664019590436
45,8,51.71523191429043
51,1,18.19983349983152
69,9,58.69449138449583
46,10,71.98343170527185
61,9,81.22850598565796
63,2,30.073359728680938
24,2,10.033311513725874
79,9,60.03860100821551
50,10,79.42252425832065
50,0,20.0
56,10,63.2186647563218
62,3,34.76406375287058
62,0,9.5
54,2,10.37203017243096
54,0,8.0
53,3,17.80016650016848
55,2,17.479674649614836
28,2,9.79592306819654
51,1,9.19983349983152
56,6,37.77930984033744
57,9,64.95352740960995
43,3,27.737026714186015
54,5,33.276259078440916
53,2,23.22276556492837
66,5,39.313330897426496
29,9,65.59269198045888
63,4,43.3268147405515
42,4,26.94348632949069
67,4,37.17981863430788
40,2,19.01672285175606
46,5,38.395203519128515
46,0,12.5
56,8,53.271543688538
52,2,25.37834662811466
48,7,49.13160480328639
56,6,49.245891163320444
58,9,70.17553369560164
51,7,66.65783427541632
73,10,77.86700738746755
54,10,82.07245314988937
39,6,43.466329732420256
56,5,40.889629864487254
39,5,34.17765126203665
48,3,24.511660240432082
50,6,48.91584135000262
69,6,47.91959296704846
55,5,39.19017336871522
40,4,32.19373341512697
35,3,17.283461260358557
40,3,19.854187413960315
48,5,38.76115091875955
40,10,73.41077303740134
50,4,37.42181987205382
81,4,34.197069303957534
56,6,45.59463471496426
51,10,79.22651923329767
39,10,76.60378910863331
58,9,79.12730605745621
51,1,19.69983349983152
53,3,19.345578091641215
51,10,71.77462968320113
37,1,18.71332013565953
52,6,37.728341477571036
37,10,74.54151500660191
48,8,70.07333102503259
48,10,77.80973953429019
54,7,64.51026434034938
53,4,40.64094602161339
59,4,32.31272527140033
55,8,55.795336904941664
50,8,68.50927483182272
60,4,43.83208575146058
43,4,31.670918109505664
54,4,33.47454757972688
27,1,8.728983688118849
42,6,41.34218125153753
52,10,75.88510087975443
52,0,20.0
51,7,47.4781054319317
49,2,21.901494521668656
47,6,40.430796127562566
42,5,33.24386411911159
50,2,20.479674649614836
42,2,14.645454600785463
56,2,16.95475173070598
58,8,53.743844948055546
58,0,17.0
57,1,7.345502177345329
55,7,44.030566253628805
59,5,39.03304541862884
65,2,24.458066918017803
53,7,37.670106528276825
41,7,52.63423309622195
58,10,83.61102090257033
41,9,68.3115128070761
55,5,45.34179214755801
52,8,59.874329353038945
50,6,49.39792840040722
36,10,76.16429297789621
58,4,43.67890938178701
45,8,53.1758738857726
54,5,39.69447281406197
33,3,24.007258304764264
41,8,53.45444411511058
48,8,62.934608380260514
42,9,69.59120343878408
56,5,41.56852780960078
60,3,26.4072909420449
47,7,41.58550667891321
61,4,35.5474079698154
39,10,59.278541473956636
46,5,49.34835951324165
63,2,23.934878132332614
48,3,21.21740763283976
44,6,43.17040478071139
50,2,24.446892637253228
56,1,10.165250449806363
47,7,45.063940262014825
58,4,42.96001665844492
72,2,22.181670736657356
66,10,55.39596605291536
66,0,20.0
60,5,27.111361874120426
45,8,63.54896937697295
49,4,38.81147540419578
44,7,50.2205168354709
50,10,75.30930013621493
67,2,31.76635872409266
59,8,52.04220785263294
52,2,25.18817325939944
56,3,21.18557580019153
40,9,63.14544825224471
45,3,29.499525389856913
45,0,9.5
64,2,14.217637608637133
54,5,38.635274311581874
33,8,57.61857414834831
33,0,17.0
40,6,29.41818294326114
51,9,57.41307525782449
40,4,34.306029193614634
52,1,12.398671978499824
50,8,47.36907853372837
59,4,41.27031757927505
56,8,61.29061578745087
50,5,43.3351897107188
50,0,12.5
53,1,6.595540134493272
52,4,32.18340736922738
58,7,48.406367426563484
58,3,29.497450277827234
51,10,65.1186667877569
51,0,20.0
41,4,26.870563613621343
41,0,11.0
57,4,25.9410423118386
62,10,66.72739469234627
53,1,21.595540134493273
52,9,59.05794322744039
57,4,37.94740743724491
61,2,22.658227925832335
50,7,42.20046366914843
39,10,71.28507998119589
41,8,65.05704184309192
65,3,31.79063376669709
65,0,9.5
50,1,6.0
42,3,19.00100411150735
60,8,64.27462997044212
34,5,41.86589790188222
34,0,12.5
37,1,3.713320135659531
68,4,34.035266442570084
51,2,19.719629348852422
56,2,17.1449250994212
44,7,46.37845317368479
55,3,29.479674649614836
43,6,44.88255225586808
47,6,44.46063652767494
61,1,17.00208084476094
48,3,24.01425843035113
54,8,60.47015179246702
43,6,47.378197894605755
42,7,47.066037415280476
42,0,15.5
46,10,68.66920768235433
41,4,39.16087260804001
41,0,11.0
80,7,50.755459394950165
39,9,64.093849631256
57,7,61.306603737049805
55,3,29.479674649614836
62,9,66.90026904739219
61,2,28.291582125660558
78,5,34.98874845931019
49,5,39.450770254163004
49,0,12.5
60,10,65.48407278850594
39,2,22.03878695014304
39,0,8.0
63,7,47.27627803481628
75,10,68.13456691558775
53,6,56.94201762090599
53,0,14.0
59,8,54.409438236982524
52,4,37.56719559687713
55,10,66.29747973218068
49,8,67.6448514008386
58,1,19.519795849020902
32,1,4.634808519203903
68,1,10.3651914807961
52,4,27.0197958490209
63,2,20.88221999883374
37,7,46.02278784900261
58,3,27.32879149433024
58,0,9.5
45,6,35.54184405891278
59,1,16.687596021000033
60,7,43.39945382484208
45,6,45.425324377235185
58,9,79.11487164704897
55,4,29.832762059423423
49,3,22.05599234432333
90,7,58.734693601573674
58,5,44.079606351877736
52,3,27.98551834300877
61,4,33.91447190210717
61,0,11.0
41,3,13.645133308385098
51,8,49.38981574737164
46,8,64.48905041493884
47,9,70.5055085091968
47,0,18.5
47,0,5.0
37,3,14.690913940513427
56,5,33.82878201245272
62,4,31.23072715952349
40,4,32.018799129968826
34,9,56.84120437939825
45,2,25.685575800191526
43,2,13.0589576881614
43,0,8.0
43,0,5.0
59,3,19.490727865006583
57,1,11.84550217734533
56,8,53.22182006486842
59,5,44.68415405165392
50,5,34.45005827269074
53,6,50.090965752543354
63,9,68.43840615558842
52,10,84.34305497151442
46,7,53.24542972166162
37,5,42.180668457060904
50,1,13.5
58,6,46.156368652831034
55,1,15.979674649614836
51,7,42.87912927043838
51,0,15.5
36,7,40.21263366467256
46,9,67.0190147839044
48,9,73.03207004162203
49,2,24.901494521668656
48,1,8.601328021500176
48,0,6.5
32,7,38.92471360926748
71,3,31.627225430435097
44,9,61.655996645537485
39,4,37.96740400137341
49,7,44.91657477603286
41,4,32.642073478071175
62,6,52.84826223440627
38,9,58.9015692043767
54,4,40.95485926186419
56,3,29.469884832247708
55,1,11.479674649614836
51,10,63.30565607221131
51,0,20.0
48,6,38.78524270667778
48,0,14.0
47,1,5.404459865506729
38,6,39.29404428949597
50,8,61.20455477593867
35,10,72.37253089010832
50,5,52.12349913552345
45,2,20.040121199406062
55,1,9.979674649614836
57,9,59.468906412701905
50,9,68.67522186888704
70,2,28.147704645323234
59,1,10.687596021000031
59,0,6.5
54,2,14.135003458244945
65,4,25.977593804853896
53,4,32.13121568055382
50,8,61.806718087285915
52,1,18.398671978499824
71,1,10.627225430435097
53,6,39.677000771273896
53,0,14.0
53,0,5.0
33,3,13.890219943322947
41,7,50.344098934920815
59,3,33.58474177908352
46,5,37.82027877577744
52,1,13.898671978499824
58,1,9.0197958490209
48,10,59.52479156067414
40,1,19.15153137095996
39,3,18.643587832752868
76,7,52.475952251795995
76,0,15.5
53,5,38.75904461666942
53,0,12.5
34,3,18.19983349983152
37,2,13.233645486044693
37,0,8.0
48,6,35.39365184556863
49,7,50.09570175122738
57,7,58.33142459487295
34,5,39.76075250729212
54,5,40.62459974903604
63,4,35.698873254918375
65,8,57.24399904224887
43,6,48.94997898813768
58,5,40.12896654662111
46,3,25.08624788800713
57,8,61.981685539508504
52,10,76.07039325823318
49,7,66.35296283636912
90,9,71.91997359986647
58,4,39.60079852013591
55,3,26.934426380320815
52,4,28.187206898267466
52,5,39.886097986894484
52,0,12.5
52,0,5.0
52,1,6.398671978499824
41,2,9.963935349959929
41,0,8.0
57,10,62.59810981652094
37,10,75.95262121322672
61,3,34.68759602100003
49,2,18.148635129208518
65,1,11.54059580954915
54,6,43.20715072388848
54,3,26.41115465278496
46,10,68.54572010404222
65,4,48.65455134777923
35,2,16.439078840065687
40,9,55.411565221458275
47,6,53.872416507603795
32,4,34.46206619092501
56,3,26.15946256279946
26,2,15.705977381500528
26,0,8.0
61,4,24.191779603333075
45,7,48.53855204074415
51,3,32.33565523051775
29,5,37.30830041086844
63,8,50.27377569360532
42,3,25.597984152145358
39,5,33.62852640595119
50,7,45.05777518244909
53,4,37.96264430493966
53,0,11.0
37,5,29.63178796318025
69,7,57.20269773055263
60,8,63.85471639695283
55,6,48.643263241244235
53,3,31.687293420530573
64,6,54.62435503133581
44,9,65.79700212803729
68,5,47.62102698492997
46,8,50.54327665696666
58,7,56.90483726441379
52,6,43.94214049037958
54,1,15.789501280899616
53,9,64.32075105017373
48,5,44.07640510259132
60,2,21.747140607539862
58,4,28.121123870521075
51,8,52.86111563325435
29,2,21.072608069396424
50,7,46.79400119405281
47,5,38.70762221739784
48,4,28.877171341574517
52,3,24.979674649614836
42,7,46.67087577204603
64,9,68.81349787052372
51,7,56.989264581548916
54,3,28.749380081493555
58,5,38.17354707617765
41,4,29.319901590203756
58,9,60.948063984117645
59,8,67.83660407511428
51,7,58.952561047029306
51,7,48.85120152985972
44,7,51.65431368660565
55,3,34.045847122458795
55,4,27.403877904148224
54,3,29.984076172714815
43,6,38.99935560416682
54,6,44.595455668075004
54,9,64.55902879342054
44,5,44.06705051548805
46,10,67.72979851080476
50,7,60.63119158709355
59,1,18.187596021000033
39,7,39.777984262373614
52,7,63.0299699999796
51,1,16.69983349983152
74,2,16.435946449548798
58,9,63.09915072400462
49,6,53.6043703454393
50,5,36.45312975350804
38,8,60.58498715065117
45,6,47.21049871910038
54,5,41.2103547903728
61,1,15.502080844760942
56,9,65.67744521783777
55,5,45.094543880424595
65,9,71.17827336290873
60,2,29.49666689703218
28,8,55.167830926108756
41,4,32.58172501110521
44,8,60.17016083267207
51,9,64.60148054789016
36,8,62.177862902382024
54,3,33.99689315092055
56,6,45.32538248604816
55,1,15.979674649614836
48,1,7.101328021500177
48,0,6.5
47,10,67.06760765453234
46,4,38.79934406631543
44,2,15.314953701172737
72,9,65.2827266678726
38,8,65.1666124936865
38,0,17.0
58,2,15.937266957489554
37,8,43.76677865488088
60,3,31.068627479256723
68,3,29.034879771177074
44,2,14.936077571693815
44,10,61.327684300752566
44,0,20.0
37,1,3.713320135659531
43,1,6.154497822654671
49,3,21.766686002464755
65,8,60.51899802528767
44,5,43.935336999895604
46,7,52.162158492970995
51,3,28.5
66,9,69.15246212214653
59,5,44.685642209206144
49,8,60.73756123062178
47,1,17.40445986550673
65,2,15.251094528649533
43,4,28.552640299790234
51,5,39.14013223357751
53,2,17.808860270152802
64,5,39.65687319091269
64,0,12.5
64,0,5.0
57,6,39.14439903123601
60,1,16.84846862904004
51,3,17.35907119011389
47,8,48.861967368337844
57,5,45.923845893853986
57,4,35.40073565695235
63,8,58.5755885351163
40,9,61.68015697758231
48,6,48.88172050978681
36,5,37.944611572797356
56,5,36.13454035689967
58,5,41.6687595322447
58,0,12.5
64,9,57.34744140210341
64,0,18.5
45,2,10.62165337188534
63,10,71.315185239357
60,6,51.88844362044733
58,3,30.99689315092055
36,1,8.082528891531346
49,10,69.41489865165532
43,3,31.457629666661223
44,3,22.587678044740407
53,9,71.42921630089349
38,3,31.989771641947513
53,7,49.42633102513023
65,2,25.04059580954915
57,4,27.235036283602305
53,7,48.146820247566325
53,0,15.5
51,1,6.19983349983152
39,1,5.4979191552390585
39,0,6.5
63,3,23.422815808382893
